team_name,wins,losses,Overall
Miami Heat,66,16,66-16
New York Knicks,54,28,54-28
Brooklyn Nets,49,33,49-33
Indiana Pacers,49,32,49-32
Chicago Bulls,45,37,45-37
Atlanta Hawks,44,38,44-38
Boston Celtics,41,40,41-40
Milwaukee Bucks,38,44,38-44
Philadelphia 76ers,34,48,34-48
Toronto Raptors,34,48,34-48
Detroit Pistons,29,53,29-53
Washington Wizards,29,53,29-53
Cleveland Cavaliers,24,58,24-58
Charlotte Bobcats,21,61,21-61
Orlando Magic,20,62,20-62
