winner_team,winner_wins,winner_conference,winner_pg_g,winner_pg_mp,winner_pg_fg,winner_pg_fga,winner_pg_fg_pct,winner_pg_fg3,winner_pg_fg3a,winner_pg_fg3_pct,winner_pg_fg2,winner_pg_fg2a,winner_pg_fg2_pct,winner_pg_ft,winner_pg_fta,winner_pg_ft_pct,winner_pg_orb,winner_pg_drb,winner_pg_trb,winner_pg_ast,winner_pg_stl,winner_pg_blk,winner_pg_tov,winner_pg_pf,winner_pg_pts,winner_adv_age,winner_adv_wins,winner_adv_losses,winner_adv_wins_pyth,winner_adv_losses_pyth,winner_adv_mov,winner_adv_sos,winner_adv_srs,winner_adv_off_rtg,winner_adv_def_rtg,winner_adv_net_rtg,winner_adv_pace,winner_adv_fta_per_fga_pct,winner_adv_fg3a_per_fga_pct,winner_adv_ts_pct,winner_adv_efg_pct,winner_adv_tov_pct,winner_adv_orb_pct,winner_adv_ft_rate,winner_adv_opp_efg_pct,winner_adv_opp_tov_pct,winner_adv_drb_pct,winner_adv_opp_ft_rate,winner_pp_g,winner_pp_mp,winner_pp_fg,winner_pp_fga,winner_pp_fg_pct,winner_pp_fg3,winner_pp_fg3a,winner_pp_fg3_pct,winner_pp_fg2,winner_pp_fg2a,winner_pp_fg2_pct,winner_pp_ft,winner_pp_fta,winner_pp_ft_pct,winner_pp_orb,winner_pp_drb,winner_pp_trb,winner_pp_ast,winner_pp_stl,winner_pp_blk,winner_pp_tov,winner_pp_pf,winner_pp_pts,winner_sh_g,winner_sh_mp,winner_sh_fg_pct,winner_sh_avg_dist,winner_sh_pct_fga_fg2a,winner_sh_pct_fga_00_03,winner_sh_pct_fga_03_10,winner_sh_pct_fga_10_16,winner_sh_pct_fga_16_xx,winner_sh_pct_fga_fg3a,winner_sh_fg_pct_fg2a,winner_sh_fg_pct_00_03,winner_sh_fg_pct_03_10,winner_sh_fg_pct_10_16,winner_sh_fg_pct_16_xx,winner_sh_fg_pct_fg3a,winner_sh_pct_ast_fg2,winner_sh_pct_ast_fg3,winner_sh_pct_fga_dunk,winner_sh_fg_dunk,winner_sh_pct_fga_layup,winner_sh_fg_layup,winner_sh_pct_fg3a_corner,winner_sh_fg3_pct_corner,winner_sh_fg3a_heave,winner_sh_fg3_heave,loser_team,loser_wins,loser_conference,loser_pg_g,loser_pg_mp,loser_pg_fg,loser_pg_fga,loser_pg_fg_pct,loser_pg_fg3,loser_pg_fg3a,loser_pg_fg3_pct,loser_pg_fg2,loser_pg_fg2a,loser_pg_fg2_pct,loser_pg_ft,loser_pg_fta,loser_pg_ft_pct,loser_pg_orb,loser_pg_drb,loser_pg_trb,loser_pg_ast,loser_pg_stl,loser_pg_blk,loser_pg_tov,loser_pg_pf,loser_pg_pts,loser_adv_age,loser_adv_wins,loser_adv_losses,loser_adv_wins_pyth,loser_adv_losses_pyth,loser_adv_mov,loser_adv_sos,loser_adv_srs,loser_adv_off_rtg,loser_adv_def_rtg,loser_adv_net_rtg,loser_adv_pace,loser_adv_fta_per_fga_pct,loser_adv_fg3a_per_fga_pct,loser_adv_ts_pct,loser_adv_efg_pct,loser_adv_tov_pct,loser_adv_orb_pct,loser_adv_ft_rate,loser_adv_opp_efg_pct,loser_adv_opp_tov_pct,loser_adv_drb_pct,loser_adv_opp_ft_rate,loser_pp_g,loser_pp_mp,loser_pp_fg,loser_pp_fga,loser_pp_fg_pct,loser_pp_fg3,loser_pp_fg3a,loser_pp_fg3_pct,loser_pp_fg2,loser_pp_fg2a,loser_pp_fg2_pct,loser_pp_ft,loser_pp_fta,loser_pp_ft_pct,loser_pp_orb,loser_pp_drb,loser_pp_trb,loser_pp_ast,loser_pp_stl,loser_pp_blk,loser_pp_tov,loser_pp_pf,loser_pp_pts,loser_sh_g,loser_sh_mp,loser_sh_fg_pct,loser_sh_avg_dist,loser_sh_pct_fga_fg2a,loser_sh_pct_fga_00_03,loser_sh_pct_fga_03_10,loser_sh_pct_fga_10_16,loser_sh_pct_fga_16_xx,loser_sh_pct_fga_fg3a,loser_sh_fg_pct_fg2a,loser_sh_fg_pct_00_03,loser_sh_fg_pct_03_10,loser_sh_fg_pct_10_16,loser_sh_fg_pct_16_xx,loser_sh_fg_pct_fg3a,loser_sh_pct_ast_fg2,loser_sh_pct_ast_fg3,loser_sh_pct_fga_dunk,loser_sh_fg_dunk,loser_sh_pct_fga_layup,loser_sh_fg_layup,loser_sh_pct_fg3a_corner,loser_sh_fg3_pct_corner,loser_sh_fg3a_heave,loser_sh_fg3_heave,round,series_result,winner,loser
dallas mavericks,57,Western,82,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,0.0,0.525,13.6,24.1,0.222,0.0,0.488,13.0,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7,82,19705,0.475,13.6,0.0,0.726,0.24,0.162,0.125,0.199,0.274,0.0,0.516,0.684,0.407,0.423,0.461,0.365,0.0,0.565,0.905,0.0,0.053,321,0.0,0.181,miami heat,58,Eastern,82,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1,29.0,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.0,0.524,13.5,25.2,0.279,0.0,0.475,12.6,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7,82,19780,0.481,13.7,0.0,0.765,0.242,0.155,0.102,0.267,0.235,0.0,0.515,0.695,0.458,0.403,0.428,0.37,0.0,0.479,0.819,0.0,0.053,308,0.0,0.2,Finals,4-2,dallas mavericks,miami heat
miami heat,58,Eastern,82,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1,29.0,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.0,0.524,13.5,25.2,0.279,0.0,0.475,12.6,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7,82,19780,0.481,13.7,0.0,0.765,0.242,0.155,0.102,0.267,0.235,0.0,0.515,0.695,0.458,0.403,0.428,0.37,0.0,0.479,0.819,0.0,0.053,308,0.0,0.2,chicago bulls,62,Eastern,82,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,0.0,0.501,13.5,29.4,0.227,0.0,0.463,13.6,82,19830,40.7,88.2,0.462,6.8,19.0,0.361,33.9,69.3,0.489,20.0,26.9,0.743,13.0,35.5,48.5,24.5,7.9,6.3,15.6,22.0,108.3,82,19830,0.462,12.5,0.0,0.785,0.304,0.151,0.102,0.229,0.215,0.0,0.489,0.638,0.389,0.404,0.397,0.361,0.0,0.548,0.863,0.0,0.052,314,0.0,0.257,Eastern Conference Finals,4-1,miami heat,chicago bulls
dallas mavericks,57,Western,82,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,0.0,0.525,13.6,24.1,0.222,0.0,0.488,13.0,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7,82,19705,0.475,13.6,0.0,0.726,0.24,0.162,0.125,0.199,0.274,0.0,0.516,0.684,0.407,0.423,0.461,0.365,0.0,0.565,0.905,0.0,0.053,321,0.0,0.181,oklahoma city thunder,55,Western,82,244.0,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,104.8,23.7,55,27,51,31,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,0.0,0.501,13.1,27.4,0.299,0.0,0.493,12.9,82,20005,39.7,85.5,0.464,6.3,18.2,0.347,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15.0,23.8,111.2,82,20005,0.464,12.5,0.0,0.788,0.284,0.159,0.126,0.218,0.212,0.0,0.495,0.686,0.354,0.404,0.403,0.347,0.0,0.488,0.848,0.0,0.072,443,0.0,0.208,Western Conference Finals,4-1,dallas mavericks,oklahoma city thunder
chicago bulls,62,Eastern,82,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,0.0,0.501,13.5,29.4,0.227,0.0,0.463,13.6,82,19830,40.7,88.2,0.462,6.8,19.0,0.361,33.9,69.3,0.489,20.0,26.9,0.743,13.0,35.5,48.5,24.5,7.9,6.3,15.6,22.0,108.3,82,19830,0.462,12.5,0.0,0.785,0.304,0.151,0.102,0.229,0.215,0.0,0.489,0.638,0.389,0.404,0.397,0.361,0.0,0.548,0.863,0.0,0.052,314,0.0,0.257,atlanta hawks,44,Eastern,82,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0,27.4,44,38,39,43,-0.82,-0.28,-1.1,106.1,107.0,-0.9,89.3,0.269,0.222,0.542,0.0,0.501,13.5,23.4,0.209,0.0,0.495,12.3,82,19730,40.5,87.6,0.462,6.8,19.4,0.352,33.6,68.1,0.494,18.3,23.5,0.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1,82,19730,0.462,13.5,0.0,0.778,0.233,0.175,0.097,0.274,0.222,0.0,0.494,0.649,0.434,0.39,0.436,0.352,0.0,0.55,0.882,0.0,0.045,263,0.0,0.182,Eastern Conference Semifinals,4-2,chicago bulls,atlanta hawks
miami heat,58,Eastern,82,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1,29.0,58,24,61,21,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.0,0.524,13.5,25.2,0.279,0.0,0.475,12.6,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7,82,19780,0.481,13.7,0.0,0.765,0.242,0.155,0.102,0.267,0.235,0.0,0.515,0.695,0.458,0.403,0.428,0.37,0.0,0.479,0.819,0.0,0.053,308,0.0,0.2,boston celtics,56,Eastern,82,241.2,36.9,75.8,0.486,5.0,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,96.5,29.5,56,26,57,25,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,0.0,0.519,14.5,21.1,0.235,0.0,0.469,14.8,82,19780,40.6,83.5,0.486,5.5,15.0,0.365,35.1,68.5,0.513,19.6,25.4,0.77,8.6,34.1,42.7,25.8,9.1,4.6,16.0,22.5,106.2,82,19780,0.486,12.1,0.0,0.82,0.313,0.14,0.113,0.254,0.18,0.0,0.513,0.674,0.376,0.445,0.42,0.365,0.0,0.597,0.882,0.0,0.043,256,0.0,0.265,Eastern Conference Semifinals,4-1,miami heat,boston celtics
dallas mavericks,57,Western,82,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,30.9,57,25,53,29,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,0.0,0.525,13.6,24.1,0.222,0.0,0.488,13.0,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7,82,19705,0.475,13.6,0.0,0.726,0.24,0.162,0.125,0.199,0.274,0.0,0.516,0.684,0.407,0.423,0.461,0.365,0.0,0.565,0.905,0.0,0.053,321,0.0,0.181,los angeles lakers,57,Western,82,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44.0,22.0,7.3,5.1,13.1,19.0,101.5,30.2,57,25,58,24,6.11,-0.1,6.01,111.0,104.3,6.7,90.7,0.293,0.22,0.545,0.0,0.502,12.3,29.2,0.228,0.0,0.477,12.8,82,19830,41.7,90.1,0.463,7.0,19.8,0.352,34.7,70.3,0.494,20.6,26.4,0.779,13.2,34.9,48.1,24.0,8.0,5.6,14.3,20.7,111.0,82,19830,0.463,12.7,0.0,0.78,0.256,0.206,0.118,0.199,0.22,0.0,0.494,0.666,0.428,0.441,0.373,0.352,0.0,0.527,0.819,0.0,0.046,287,0.0,0.206,Western Conference Semifinals,4-0,dallas mavericks,los angeles lakers
oklahoma city thunder,55,Western,82,244.0,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,104.8,23.7,55,27,51,31,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,0.0,0.501,13.1,27.4,0.299,0.0,0.493,12.9,82,20005,39.7,85.5,0.464,6.3,18.2,0.347,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15.0,23.8,111.2,82,20005,0.464,12.5,0.0,0.788,0.284,0.159,0.126,0.218,0.212,0.0,0.495,0.686,0.354,0.404,0.403,0.347,0.0,0.488,0.848,0.0,0.072,443,0.0,0.208,memphis grizzlies,46,Western,82,242.4,39.0,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41.0,20.6,9.4,5.4,14.0,20.8,99.9,25.2,46,36,48,34,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,0.0,0.493,13.0,28.9,0.218,0.0,0.502,15.7,82,19880,42.0,89.3,0.471,4.1,12.2,0.334,38.0,77.2,0.492,19.5,26.0,0.75,12.7,31.4,44.1,22.2,10.1,5.8,15.0,22.4,107.6,82,19880,0.471,10.8,0.0,0.864,0.309,0.244,0.107,0.204,0.136,0.0,0.492,0.66,0.407,0.398,0.388,0.334,0.0,0.488,0.906,0.0,0.042,265,0.0,0.255,Western Conference Semifinals,4-3,oklahoma city thunder,memphis grizzlies
atlanta hawks,44,Eastern,82,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0,27.4,44,38,39,43,-0.82,-0.28,-1.1,106.1,107.0,-0.9,89.3,0.269,0.222,0.542,0.0,0.501,13.5,23.4,0.209,0.0,0.495,12.3,82,19730,40.5,87.6,0.462,6.8,19.4,0.352,33.6,68.1,0.494,18.3,23.5,0.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1,82,19730,0.462,13.5,0.0,0.778,0.233,0.175,0.097,0.274,0.222,0.0,0.494,0.649,0.434,0.39,0.436,0.352,0.0,0.55,0.882,0.0,0.045,263,0.0,0.182,orlando magic,52,Eastern,82,241.8,36.0,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,43.2,20.0,6.7,4.7,14.9,20.0,99.2,27.6,52,30,56,26,5.46,-0.54,4.92,107.9,102.0,5.9,91.2,0.328,0.328,0.554,0.0,0.521,14.3,26.1,0.227,0.0,0.475,13.3,82,19830,39.2,85.0,0.461,10.2,27.9,0.366,29.0,57.1,0.507,19.3,27.9,0.692,11.5,35.5,47.0,21.7,7.3,5.1,16.2,21.8,107.9,82,19830,0.461,14.1,0.0,0.672,0.253,0.158,0.096,0.164,0.328,0.0,0.507,0.671,0.405,0.411,0.411,0.366,0.0,0.454,0.835,0.0,0.065,388,0.0,0.181,Eastern Conference First Round,4-2,atlanta hawks,orlando magic
boston celtics,56,Eastern,82,241.2,36.9,75.8,0.486,5.0,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,96.5,29.5,56,26,57,25,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,0.0,0.519,14.5,21.1,0.235,0.0,0.469,14.8,82,19780,40.6,83.5,0.486,5.5,15.0,0.365,35.1,68.5,0.513,19.6,25.4,0.77,8.6,34.1,42.7,25.8,9.1,4.6,16.0,22.5,106.2,82,19780,0.486,12.1,0.0,0.82,0.313,0.14,0.113,0.254,0.18,0.0,0.513,0.674,0.376,0.445,0.42,0.365,0.0,0.597,0.882,0.0,0.043,256,0.0,0.265,new york knicks,42,Eastern,82,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29.0,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5,25.3,42,40,43,39,0.78,-0.3,0.48,110.9,110.1,0.8,95.6,0.304,0.303,0.561,0.0,0.513,12.6,24.2,0.246,0.0,0.511,13.8,82,19780,39.9,87.2,0.457,9.7,26.4,0.368,30.2,60.8,0.496,21.4,26.5,0.809,10.8,31.4,42.1,22.3,7.9,6.0,14.3,22.1,110.9,82,19780,0.457,13.5,0.0,0.697,0.265,0.166,0.086,0.179,0.303,0.0,0.496,0.665,0.377,0.382,0.411,0.368,0.0,0.475,0.821,0.0,0.054,349,0.0,0.206,Eastern Conference First Round,4-0,boston celtics,new york knicks
chicago bulls,62,Eastern,82,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,26.4,62,20,61,21,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,0.0,0.501,13.5,29.4,0.227,0.0,0.463,13.6,82,19830,40.7,88.2,0.462,6.8,19.0,0.361,33.9,69.3,0.489,20.0,26.9,0.743,13.0,35.5,48.5,24.5,7.9,6.3,15.6,22.0,108.3,82,19830,0.462,12.5,0.0,0.785,0.304,0.151,0.102,0.229,0.215,0.0,0.489,0.638,0.389,0.404,0.397,0.361,0.0,0.548,0.863,0.0,0.052,314,0.0,0.257,indiana pacers,37,Eastern,82,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8,25.9,37,45,38,44,-1.07,-0.3,-1.38,104.8,106.0,-1.2,94.7,0.3,0.244,0.533,0.0,0.486,14.1,25.9,0.235,0.0,0.487,12.8,82,19780,38.5,86.9,0.442,7.5,21.2,0.354,31.0,65.8,0.471,20.4,26.1,0.782,11.7,34.0,45.7,20.6,7.5,5.8,16.2,22.8,104.8,82,19780,0.442,13.2,0.0,0.756,0.245,0.182,0.116,0.213,0.244,0.0,0.471,0.627,0.402,0.397,0.391,0.354,0.0,0.45,0.892,0.0,0.047,288,0.0,0.202,Eastern Conference First Round,4-1,chicago bulls,indiana pacers
