winner_team,winner_wins,winner_conference,winner_pg_g,winner_pg_mp,winner_pg_fg,winner_pg_fga,winner_pg_fg_pct,winner_pg_fg3,winner_pg_fg3a,winner_pg_fg3_pct,winner_pg_fg2,winner_pg_fg2a,winner_pg_fg2_pct,winner_pg_ft,winner_pg_fta,winner_pg_ft_pct,winner_pg_orb,winner_pg_drb,winner_pg_trb,winner_pg_ast,winner_pg_stl,winner_pg_blk,winner_pg_tov,winner_pg_pf,winner_pg_pts,winner_adv_age,winner_adv_wins,winner_adv_losses,winner_adv_wins_pyth,winner_adv_losses_pyth,winner_adv_mov,winner_adv_sos,winner_adv_srs,winner_adv_off_rtg,winner_adv_def_rtg,winner_adv_net_rtg,winner_adv_pace,winner_adv_fta_per_fga_pct,winner_adv_fg3a_per_fga_pct,winner_adv_ts_pct,winner_adv_efg_pct,winner_adv_tov_pct,winner_adv_orb_pct,winner_adv_ft_rate,winner_adv_opp_efg_pct,winner_adv_opp_tov_pct,winner_adv_drb_pct,winner_adv_opp_ft_rate,winner_pp_g,winner_pp_mp,winner_pp_fg,winner_pp_fga,winner_pp_fg_pct,winner_pp_fg3,winner_pp_fg3a,winner_pp_fg3_pct,winner_pp_fg2,winner_pp_fg2a,winner_pp_fg2_pct,winner_pp_ft,winner_pp_fta,winner_pp_ft_pct,winner_pp_orb,winner_pp_drb,winner_pp_trb,winner_pp_ast,winner_pp_stl,winner_pp_blk,winner_pp_tov,winner_pp_pf,winner_pp_pts,winner_sh_g,winner_sh_mp,winner_sh_fg_pct,winner_sh_avg_dist,winner_sh_pct_fga_fg2a,winner_sh_pct_fga_00_03,winner_sh_pct_fga_03_10,winner_sh_pct_fga_10_16,winner_sh_pct_fga_16_xx,winner_sh_pct_fga_fg3a,winner_sh_fg_pct_fg2a,winner_sh_fg_pct_00_03,winner_sh_fg_pct_03_10,winner_sh_fg_pct_10_16,winner_sh_fg_pct_16_xx,winner_sh_fg_pct_fg3a,winner_sh_pct_ast_fg2,winner_sh_pct_ast_fg3,winner_sh_pct_fga_dunk,winner_sh_fg_dunk,winner_sh_pct_fga_layup,winner_sh_fg_layup,winner_sh_pct_fg3a_corner,winner_sh_fg3_pct_corner,winner_sh_fg3a_heave,winner_sh_fg3_heave,loser_team,loser_wins,loser_conference,loser_pg_g,loser_pg_mp,loser_pg_fg,loser_pg_fga,loser_pg_fg_pct,loser_pg_fg3,loser_pg_fg3a,loser_pg_fg3_pct,loser_pg_fg2,loser_pg_fg2a,loser_pg_fg2_pct,loser_pg_ft,loser_pg_fta,loser_pg_ft_pct,loser_pg_orb,loser_pg_drb,loser_pg_trb,loser_pg_ast,loser_pg_stl,loser_pg_blk,loser_pg_tov,loser_pg_pf,loser_pg_pts,loser_adv_age,loser_adv_wins,loser_adv_losses,loser_adv_wins_pyth,loser_adv_losses_pyth,loser_adv_mov,loser_adv_sos,loser_adv_srs,loser_adv_off_rtg,loser_adv_def_rtg,loser_adv_net_rtg,loser_adv_pace,loser_adv_fta_per_fga_pct,loser_adv_fg3a_per_fga_pct,loser_adv_ts_pct,loser_adv_efg_pct,loser_adv_tov_pct,loser_adv_orb_pct,loser_adv_ft_rate,loser_adv_opp_efg_pct,loser_adv_opp_tov_pct,loser_adv_drb_pct,loser_adv_opp_ft_rate,loser_pp_g,loser_pp_mp,loser_pp_fg,loser_pp_fga,loser_pp_fg_pct,loser_pp_fg3,loser_pp_fg3a,loser_pp_fg3_pct,loser_pp_fg2,loser_pp_fg2a,loser_pp_fg2_pct,loser_pp_ft,loser_pp_fta,loser_pp_ft_pct,loser_pp_orb,loser_pp_drb,loser_pp_trb,loser_pp_ast,loser_pp_stl,loser_pp_blk,loser_pp_tov,loser_pp_pf,loser_pp_pts,loser_sh_g,loser_sh_mp,loser_sh_fg_pct,loser_sh_avg_dist,loser_sh_pct_fga_fg2a,loser_sh_pct_fga_00_03,loser_sh_pct_fga_03_10,loser_sh_pct_fga_10_16,loser_sh_pct_fga_16_xx,loser_sh_pct_fga_fg3a,loser_sh_fg_pct_fg2a,loser_sh_fg_pct_00_03,loser_sh_fg_pct_03_10,loser_sh_fg_pct_10_16,loser_sh_fg_pct_16_xx,loser_sh_fg_pct_fg3a,loser_sh_pct_ast_fg2,loser_sh_pct_ast_fg3,loser_sh_pct_fga_dunk,loser_sh_fg_dunk,loser_sh_pct_fga_layup,loser_sh_fg_layup,loser_sh_pct_fg3a_corner,loser_sh_fg3_pct_corner,loser_sh_fg3a_heave,loser_sh_fg3_heave,round,series_result,winner,loser
miami heat,46,Eastern,66,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,28.3,46,20,47,19,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,0.0,0.505,14.5,26.6,0.238,0.0,0.479,15.8,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6,66,16040,0.469,12.1,0.0,0.802,0.309,0.157,0.119,0.218,0.198,0.0,0.496,0.65,0.397,0.442,0.381,0.359,0.0,0.485,0.841,0.0,0.066,310,0.0,0.234,oklahoma city thunder,47,Western,66,242.3,37.3,79.2,0.471,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1,25.1,47,19,46,20,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,0.0,0.516,15.3,27.8,0.269,0.0,0.465,13.0,66,15990,39.7,84.4,0.471,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.806,11.7,34.8,46.5,19.8,8.0,8.7,17.4,21.8,109.8,66,15990,0.471,12.6,0.0,0.748,0.294,0.148,0.13,0.175,0.252,0.0,0.509,0.671,0.378,0.389,0.436,0.358,0.0,0.419,0.828,0.0,0.078,377,0.0,0.204,Finals,4-1,miami heat,oklahoma city thunder
miami heat,46,Eastern,66,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,28.3,46,20,47,19,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,0.0,0.505,14.5,26.6,0.238,0.0,0.479,15.8,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6,66,16040,0.469,12.1,0.0,0.802,0.309,0.157,0.119,0.218,0.198,0.0,0.496,0.65,0.397,0.442,0.381,0.359,0.0,0.485,0.841,0.0,0.066,310,0.0,0.234,boston celtics,39,Eastern,66,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,29.3,39,27,39,27,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,0.0,0.496,14.7,19.7,0.2,0.0,0.452,14.9,66,15940,39.0,84.7,0.46,6.0,16.5,0.367,33.0,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6.0,16.3,21.9,101.0,66,15940,0.46,12.9,0.0,0.806,0.28,0.116,0.145,0.266,0.194,0.0,0.483,0.637,0.333,0.418,0.42,0.367,0.0,0.62,0.909,0.0,0.049,223,0.0,0.228,Eastern Conference Finals,4-3,miami heat,boston celtics
oklahoma city thunder,47,Western,66,242.3,37.3,79.2,0.471,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1,25.1,47,19,46,20,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,0.0,0.516,15.3,27.8,0.269,0.0,0.465,13.0,66,15990,39.7,84.4,0.471,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.806,11.7,34.8,46.5,19.8,8.0,8.7,17.4,21.8,109.8,66,15990,0.471,12.6,0.0,0.748,0.294,0.148,0.13,0.175,0.252,0.0,0.509,0.671,0.378,0.389,0.436,0.358,0.0,0.419,0.828,0.0,0.078,377,0.0,0.204,san antonio spurs,50,Western,66,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7,27.5,50,16,48,18,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,0.0,0.528,12.8,25.1,0.195,0.0,0.489,12.9,66,15940,42.3,88.5,0.478,8.9,22.8,0.393,33.4,65.8,0.507,17.3,23.1,0.748,11.1,34.9,46.0,24.8,7.9,4.7,14.5,18.5,110.9,66,15940,0.478,12.4,0.0,0.743,0.278,0.203,0.099,0.164,0.257,0.0,0.507,0.677,0.395,0.429,0.407,0.393,0.0,0.508,0.873,0.0,0.027,129,0.0,0.252,Western Conference Finals,4-2,oklahoma city thunder,san antonio spurs
boston celtics,39,Eastern,66,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,29.3,39,27,39,27,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,0.0,0.496,14.7,19.7,0.2,0.0,0.452,14.9,66,15940,39.0,84.7,0.46,6.0,16.5,0.367,33.0,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6.0,16.3,21.9,101.0,66,15940,0.46,12.9,0.0,0.806,0.28,0.116,0.145,0.266,0.194,0.0,0.483,0.637,0.333,0.418,0.42,0.367,0.0,0.62,0.909,0.0,0.049,223,0.0,0.228,philadelphia 76ers,35,Eastern,66,241.1,37.4,83.6,0.448,5.3,14.6,0.362,32.2,69.0,0.466,13.5,18.2,0.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,93.6,24.9,35,31,43,23,4.24,-0.65,3.59,103.9,99.2,4.7,89.7,0.217,0.175,0.511,0.0,0.48,10.9,24.4,0.161,0.0,0.46,13.5,66,15915,41.6,92.8,0.448,5.9,16.2,0.362,35.7,76.6,0.466,14.9,20.1,0.742,11.8,36.1,47.9,24.4,8.8,5.7,12.4,19.5,103.9,66,15915,0.448,12.5,0.0,0.825,0.232,0.182,0.187,0.225,0.175,0.0,0.466,0.642,0.395,0.405,0.393,0.362,0.0,0.553,0.799,0.0,0.043,219,0.0,0.177,Eastern Conference Semifinals,4-3,boston celtics,philadelphia 76ers
miami heat,46,Eastern,66,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,28.3,46,20,47,19,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,0.0,0.505,14.5,26.6,0.238,0.0,0.479,15.8,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6,66,16040,0.469,12.1,0.0,0.802,0.309,0.157,0.119,0.218,0.198,0.0,0.496,0.65,0.397,0.442,0.381,0.359,0.0,0.485,0.841,0.0,0.066,310,0.0,0.234,indiana pacers,42,Eastern,66,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,97.7,26.3,42,24,41,25,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,0.0,0.474,13.1,29.2,0.251,0.0,0.476,14.1,66,15990,38.9,88.9,0.438,6.5,17.6,0.368,32.5,71.3,0.455,22.3,28.5,0.782,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7,66,15990,0.438,11.9,0.0,0.802,0.269,0.219,0.127,0.187,0.198,0.0,0.455,0.584,0.404,0.382,0.379,0.368,0.0,0.455,0.855,0.0,0.038,178,0.0,0.227,Eastern Conference Semifinals,4-2,miami heat,indiana pacers
oklahoma city thunder,47,Western,66,242.3,37.3,79.2,0.471,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1,25.1,47,19,46,20,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,0.0,0.516,15.3,27.8,0.269,0.0,0.465,13.0,66,15990,39.7,84.4,0.471,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.806,11.7,34.8,46.5,19.8,8.0,8.7,17.4,21.8,109.8,66,15990,0.471,12.6,0.0,0.748,0.294,0.148,0.13,0.175,0.252,0.0,0.509,0.671,0.378,0.389,0.436,0.358,0.0,0.419,0.828,0.0,0.078,377,0.0,0.204,los angeles lakers,41,Western,66,243.4,36.8,80.6,0.457,5.5,16.8,0.326,31.3,63.7,0.491,18.2,24.1,0.756,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,97.3,29.7,41,25,36,30,1.42,0.54,1.96,106.0,104.4,1.6,90.5,0.299,0.209,0.534,0.0,0.491,14.2,29.1,0.226,0.0,0.476,10.7,66,16065,40.1,87.8,0.457,6.0,18.3,0.326,34.1,69.4,0.491,19.8,26.2,0.756,13.2,37.1,50.3,24.5,6.4,5.8,16.5,18.3,106.0,66,16065,0.457,12.5,0.0,0.791,0.258,0.212,0.117,0.205,0.209,0.0,0.491,0.671,0.4,0.397,0.414,0.326,0.0,0.575,0.82,0.0,0.062,307,0.0,0.181,Western Conference Semifinals,4-1,oklahoma city thunder,los angeles lakers
san antonio spurs,50,Western,66,241.5,39.6,82.8,0.478,8.4,21.3,0.393,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7,27.5,50,16,48,18,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,0.0,0.528,12.8,25.1,0.195,0.0,0.489,12.9,66,15940,42.3,88.5,0.478,8.9,22.8,0.393,33.4,65.8,0.507,17.3,23.1,0.748,11.1,34.9,46.0,24.8,7.9,4.7,14.5,18.5,110.9,66,15940,0.478,12.4,0.0,0.743,0.278,0.203,0.099,0.164,0.257,0.0,0.507,0.677,0.395,0.429,0.407,0.393,0.0,0.508,0.873,0.0,0.027,129,0.0,0.252,los angeles clippers,40,Western,66,241.9,37.0,81.3,0.455,7.8,21.8,0.357,29.2,59.5,0.49,15.8,23.3,0.68,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,97.5,27.3,40,26,39,27,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.287,0.269,0.533,0.0,0.502,12.7,29.5,0.195,0.0,0.492,14.2,66,15965,41.1,90.5,0.455,8.7,24.3,0.357,32.5,66.2,0.49,17.6,25.9,0.68,13.5,32.8,46.2,23.3,9.4,5.3,14.8,23.6,108.5,66,15965,0.455,13.7,0.0,0.731,0.256,0.159,0.083,0.234,0.269,0.0,0.49,0.663,0.408,0.403,0.389,0.357,0.0,0.5,0.823,0.0,0.088,407,0.0,0.173,Western Conference Semifinals,4-0,san antonio spurs,los angeles clippers
boston celtics,39,Eastern,66,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8,29.3,39,27,39,27,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,0.0,0.496,14.7,19.7,0.2,0.0,0.452,14.9,66,15940,39.0,84.7,0.46,6.0,16.5,0.367,33.0,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6.0,16.3,21.9,101.0,66,15940,0.46,12.9,0.0,0.806,0.28,0.116,0.145,0.266,0.194,0.0,0.483,0.637,0.333,0.418,0.42,0.367,0.0,0.62,0.909,0.0,0.049,223,0.0,0.228,atlanta hawks,40,Eastern,66,244.9,36.8,81.0,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,96.6,27.9,40,26,41,25,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.259,0.249,0.535,0.0,0.5,13.4,23.9,0.192,0.0,0.48,14.4,66,16165,40.0,88.0,0.454,8.1,21.9,0.37,31.9,66.1,0.482,16.9,22.8,0.74,10.7,34.0,44.7,24.4,8.8,5.0,15.2,19.4,104.9,66,16165,0.454,13.2,0.0,0.751,0.277,0.153,0.074,0.247,0.249,0.0,0.482,0.63,0.43,0.397,0.373,0.37,0.0,0.532,0.915,0.0,0.048,233,0.0,0.225,Eastern Conference First Round,4-2,boston celtics,atlanta hawks
indiana pacers,42,Eastern,66,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,97.7,26.3,42,24,41,25,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,0.0,0.474,13.1,29.2,0.251,0.0,0.476,14.1,66,15990,38.9,88.9,0.438,6.5,17.6,0.368,32.5,71.3,0.455,22.3,28.5,0.782,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7,66,15990,0.438,11.9,0.0,0.802,0.269,0.219,0.127,0.187,0.198,0.0,0.455,0.584,0.404,0.382,0.379,0.368,0.0,0.455,0.855,0.0,0.038,178,0.0,0.227,orlando magic,37,Eastern,66,241.9,34.5,78.2,0.441,10.2,27.0,0.375,24.3,51.2,0.475,15.1,22.8,0.66,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,94.2,27.5,37,29,35,31,0.79,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.346,0.533,0.0,0.506,14.5,26.5,0.193,0.0,0.488,12.9,66,15965,38.4,87.2,0.441,11.3,30.1,0.375,27.1,57.0,0.475,16.8,25.5,0.66,12.5,34.8,47.3,22.3,7.6,4.6,16.6,19.7,105.0,66,15965,0.441,13.9,0.0,0.654,0.286,0.153,0.063,0.152,0.346,0.0,0.475,0.636,0.371,0.33,0.338,0.375,0.0,0.474,0.836,0.0,0.05,232,0.0,0.224,Eastern Conference First Round,4-1,indiana pacers,orlando magic
miami heat,46,Eastern,66,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,28.3,46,20,47,19,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,0.0,0.505,14.5,26.6,0.238,0.0,0.479,15.8,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6,66,16040,0.469,12.1,0.0,0.802,0.309,0.157,0.119,0.218,0.198,0.0,0.496,0.65,0.397,0.442,0.381,0.359,0.0,0.485,0.841,0.0,0.066,310,0.0,0.234,new york knicks,36,Eastern,66,241.5,35.8,80.8,0.443,7.8,23.3,0.336,28.0,57.5,0.487,18.3,24.8,0.741,11.3,30.5,41.7,20.1,9.4,4.2,16.0,21.1,97.8,26.3,36,30,41,25,3.2,-0.81,2.39,104.4,101.0,3.4,93.2,0.306,0.288,0.533,0.0,0.492,14.9,26.6,0.227,0.0,0.485,15.9,66,15940,38.2,86.2,0.443,8.4,24.9,0.336,29.9,61.4,0.487,19.6,26.4,0.741,12.0,32.5,44.5,21.5,10.1,4.5,17.1,22.5,104.4,66,15940,0.443,13.0,0.0,0.712,0.316,0.13,0.085,0.181,0.288,0.0,0.487,0.648,0.317,0.371,0.381,0.336,0.0,0.477,0.865,0.0,0.075,364,0.0,0.231,Eastern Conference First Round,4-1,miami heat,new york knicks
