winner_team,winner_wins,winner_conference,winner_pg_g,winner_pg_mp,winner_pg_fg,winner_pg_fga,winner_pg_fg_pct,winner_pg_fg3,winner_pg_fg3a,winner_pg_fg3_pct,winner_pg_fg2,winner_pg_fg2a,winner_pg_fg2_pct,winner_pg_ft,winner_pg_fta,winner_pg_ft_pct,winner_pg_orb,winner_pg_drb,winner_pg_trb,winner_pg_ast,winner_pg_stl,winner_pg_blk,winner_pg_tov,winner_pg_pf,winner_pg_pts,winner_adv_age,winner_adv_wins,winner_adv_losses,winner_adv_wins_pyth,winner_adv_losses_pyth,winner_adv_mov,winner_adv_sos,winner_adv_srs,winner_adv_off_rtg,winner_adv_def_rtg,winner_adv_net_rtg,winner_adv_pace,winner_adv_fta_per_fga_pct,winner_adv_fg3a_per_fga_pct,winner_adv_ts_pct,winner_adv_efg_pct,winner_adv_tov_pct,winner_adv_orb_pct,winner_adv_ft_rate,winner_adv_opp_efg_pct,winner_adv_opp_tov_pct,winner_adv_drb_pct,winner_adv_opp_ft_rate,winner_pp_g,winner_pp_mp,winner_pp_fg,winner_pp_fga,winner_pp_fg_pct,winner_pp_fg3,winner_pp_fg3a,winner_pp_fg3_pct,winner_pp_fg2,winner_pp_fg2a,winner_pp_fg2_pct,winner_pp_ft,winner_pp_fta,winner_pp_ft_pct,winner_pp_orb,winner_pp_drb,winner_pp_trb,winner_pp_ast,winner_pp_stl,winner_pp_blk,winner_pp_tov,winner_pp_pf,winner_pp_pts,winner_sh_g,winner_sh_mp,winner_sh_fg_pct,winner_sh_avg_dist,winner_sh_pct_fga_fg2a,winner_sh_pct_fga_00_03,winner_sh_pct_fga_03_10,winner_sh_pct_fga_10_16,winner_sh_pct_fga_16_xx,winner_sh_pct_fga_fg3a,winner_sh_fg_pct_fg2a,winner_sh_fg_pct_00_03,winner_sh_fg_pct_03_10,winner_sh_fg_pct_10_16,winner_sh_fg_pct_16_xx,winner_sh_fg_pct_fg3a,winner_sh_pct_ast_fg2,winner_sh_pct_ast_fg3,winner_sh_pct_fga_dunk,winner_sh_fg_dunk,winner_sh_pct_fga_layup,winner_sh_fg_layup,winner_sh_pct_fg3a_corner,winner_sh_fg3_pct_corner,winner_sh_fg3a_heave,winner_sh_fg3_heave,loser_team,loser_wins,loser_conference,loser_pg_g,loser_pg_mp,loser_pg_fg,loser_pg_fga,loser_pg_fg_pct,loser_pg_fg3,loser_pg_fg3a,loser_pg_fg3_pct,loser_pg_fg2,loser_pg_fg2a,loser_pg_fg2_pct,loser_pg_ft,loser_pg_fta,loser_pg_ft_pct,loser_pg_orb,loser_pg_drb,loser_pg_trb,loser_pg_ast,loser_pg_stl,loser_pg_blk,loser_pg_tov,loser_pg_pf,loser_pg_pts,loser_adv_age,loser_adv_wins,loser_adv_losses,loser_adv_wins_pyth,loser_adv_losses_pyth,loser_adv_mov,loser_adv_sos,loser_adv_srs,loser_adv_off_rtg,loser_adv_def_rtg,loser_adv_net_rtg,loser_adv_pace,loser_adv_fta_per_fga_pct,loser_adv_fg3a_per_fga_pct,loser_adv_ts_pct,loser_adv_efg_pct,loser_adv_tov_pct,loser_adv_orb_pct,loser_adv_ft_rate,loser_adv_opp_efg_pct,loser_adv_opp_tov_pct,loser_adv_drb_pct,loser_adv_opp_ft_rate,loser_pp_g,loser_pp_mp,loser_pp_fg,loser_pp_fga,loser_pp_fg_pct,loser_pp_fg3,loser_pp_fg3a,loser_pp_fg3_pct,loser_pp_fg2,loser_pp_fg2a,loser_pp_fg2_pct,loser_pp_ft,loser_pp_fta,loser_pp_ft_pct,loser_pp_orb,loser_pp_drb,loser_pp_trb,loser_pp_ast,loser_pp_stl,loser_pp_blk,loser_pp_tov,loser_pp_pf,loser_pp_pts,loser_sh_g,loser_sh_mp,loser_sh_fg_pct,loser_sh_avg_dist,loser_sh_pct_fga_fg2a,loser_sh_pct_fga_00_03,loser_sh_pct_fga_03_10,loser_sh_pct_fga_10_16,loser_sh_pct_fga_16_xx,loser_sh_pct_fga_fg3a,loser_sh_fg_pct_fg2a,loser_sh_fg_pct_00_03,loser_sh_fg_pct_03_10,loser_sh_fg_pct_10_16,loser_sh_fg_pct_16_xx,loser_sh_fg_pct_fg3a,loser_sh_pct_ast_fg2,loser_sh_pct_ast_fg3,loser_sh_pct_fga_dunk,loser_sh_fg_dunk,loser_sh_pct_fga_layup,loser_sh_fg_layup,loser_sh_pct_fg3a_corner,loser_sh_fg3_pct_corner,loser_sh_fg3a_heave,loser_sh_fg3_heave,round,series_result,winner,loser
san antonio spurs,58,Western,82,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.0,0.521,13.6,24.2,0.235,0.0,0.471,14.0,82,19780,40.5,85.5,0.474,8.0,21.1,0.381,32.5,64.4,0.504,20.1,26.8,0.751,10.3,34.8,45.1,24.5,7.9,5.6,15.4,21.5,109.2,82,19780,0.474,12.7,0.0,0.753,0.288,0.155,0.107,0.204,0.247,0.0,0.504,0.653,0.444,0.406,0.392,0.381,0.0,0.523,0.934,0.0,0.025,128,0.0,0.251,cleveland cavaliers,50,Eastern,82,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,26.9,50,32,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.0,0.484,13.4,29.7,0.223,0.0,0.48,14.7,82,19880,39.6,88.5,0.447,6.6,18.7,0.352,33.0,69.9,0.473,19.7,28.4,0.696,13.8,33.6,47.4,22.7,8.3,4.7,15.6,23.7,105.5,82,19880,0.447,12.1,0.0,0.789,0.323,0.129,0.123,0.214,0.211,0.0,0.473,0.622,0.358,0.373,0.375,0.352,0.0,0.519,0.846,0.0,0.045,282,0.0,0.236,Finals,4-0,san antonio spurs,cleveland cavaliers
cleveland cavaliers,50,Eastern,82,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,26.9,50,32,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.0,0.484,13.4,29.7,0.223,0.0,0.48,14.7,82,19880,39.6,88.5,0.447,6.6,18.7,0.352,33.0,69.9,0.473,19.7,28.4,0.696,13.8,33.6,47.4,22.7,8.3,4.7,15.6,23.7,105.5,82,19880,0.447,12.1,0.0,0.789,0.323,0.129,0.123,0.214,0.211,0.0,0.473,0.622,0.358,0.373,0.375,0.352,0.0,0.519,0.846,0.0,0.045,282,0.0,0.236,detroit pistons,53,Eastern,82,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0,29.0,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.0,0.488,12.0,28.3,0.237,0.0,0.477,14.3,82,19880,40.7,89.7,0.454,6.2,18.1,0.344,34.5,71.6,0.481,21.3,27.5,0.774,13.1,32.8,46.0,24.5,8.1,6.5,13.8,23.1,108.9,82,19880,0.454,12.4,0.0,0.799,0.291,0.11,0.182,0.216,0.201,0.0,0.481,0.602,0.408,0.404,0.421,0.344,0.0,0.561,0.822,0.0,0.052,307,0.0,0.213,Eastern Conference Finals,4-2,cleveland cavaliers,detroit pistons
san antonio spurs,58,Western,82,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.0,0.521,13.6,24.2,0.235,0.0,0.471,14.0,82,19780,40.5,85.5,0.474,8.0,21.1,0.381,32.5,64.4,0.504,20.1,26.8,0.751,10.3,34.8,45.1,24.5,7.9,5.6,15.4,21.5,109.2,82,19780,0.474,12.7,0.0,0.753,0.288,0.155,0.107,0.204,0.247,0.0,0.504,0.653,0.444,0.406,0.392,0.381,0.0,0.523,0.934,0.0,0.025,128,0.0,0.251,utah jazz,51,Western,82,241.5,37.4,78.9,0.474,4.3,12.9,0.335,33.1,66.0,0.501,22.3,30.0,0.743,12.6,30.0,42.5,24.7,7.0,4.1,15.6,25.2,101.5,25.9,51,31,49,33,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.0,0.502,14.5,31.7,0.283,0.0,0.496,14.4,82,19805,40.6,85.6,0.474,4.7,14.0,0.335,35.9,71.6,0.501,24.2,32.6,0.743,13.6,32.5,46.1,26.8,7.6,4.5,16.9,27.3,110.1,82,19805,0.474,11.4,0.0,0.837,0.359,0.107,0.113,0.257,0.163,0.0,0.501,0.621,0.371,0.401,0.432,0.335,0.0,0.632,0.867,0.0,0.039,239,0.0,0.3,Western Conference Finals,4-1,san antonio spurs,utah jazz
cleveland cavaliers,50,Eastern,82,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,26.9,50,32,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.0,0.484,13.4,29.7,0.223,0.0,0.48,14.7,82,19880,39.6,88.5,0.447,6.6,18.7,0.352,33.0,69.9,0.473,19.7,28.4,0.696,13.8,33.6,47.4,22.7,8.3,4.7,15.6,23.7,105.5,82,19880,0.447,12.1,0.0,0.789,0.323,0.129,0.123,0.214,0.211,0.0,0.473,0.622,0.358,0.373,0.375,0.352,0.0,0.519,0.846,0.0,0.045,282,0.0,0.236,brooklyn nets,41,Eastern,82,242.4,35.5,77.8,0.457,7.4,20.4,0.363,28.1,57.4,0.49,19.1,26.3,0.727,10.0,30.8,40.8,23.9,6.1,3.3,14.8,22.8,97.6,28.2,41,41,39,43,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.0,0.504,14.2,24.6,0.245,0.0,0.49,13.7,82,19880,38.5,84.3,0.457,8.0,22.1,0.363,30.4,62.1,0.49,20.7,28.5,0.727,10.9,33.4,44.2,25.9,6.6,3.6,16.0,24.7,105.7,82,19880,0.457,12.8,0.0,0.737,0.332,0.089,0.077,0.24,0.263,0.0,0.49,0.585,0.422,0.396,0.413,0.363,0.0,0.609,0.916,0.0,0.06,347,0.0,0.244,Eastern Conference Semifinals,4-2,cleveland cavaliers,brooklyn nets
detroit pistons,53,Eastern,82,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0,29.0,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.0,0.488,12.0,28.3,0.237,0.0,0.477,14.3,82,19880,40.7,89.7,0.454,6.2,18.1,0.344,34.5,71.6,0.481,21.3,27.5,0.774,13.1,32.8,46.0,24.5,8.1,6.5,13.8,23.1,108.9,82,19880,0.454,12.4,0.0,0.799,0.291,0.11,0.182,0.216,0.201,0.0,0.481,0.602,0.408,0.404,0.421,0.344,0.0,0.561,0.822,0.0,0.052,307,0.0,0.213,chicago bulls,49,Eastern,82,241.2,37.1,81.3,0.457,5.9,15.1,0.388,31.3,66.2,0.473,18.6,25.4,0.734,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,49,33,55,27,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,0.0,0.493,14.7,28.6,0.229,0.0,0.473,16.2,82,19780,39.5,86.3,0.457,6.2,16.0,0.388,33.2,70.3,0.473,19.8,27.0,0.734,12.7,33.6,46.4,23.7,8.3,5.8,17.0,24.7,104.9,82,19780,0.457,12.7,0.0,0.814,0.302,0.1,0.118,0.295,0.186,0.0,0.473,0.567,0.386,0.407,0.432,0.388,0.0,0.562,0.81,0.0,0.041,259,0.0,0.24,Eastern Conference Semifinals,4-2,detroit pistons,chicago bulls
san antonio spurs,58,Western,82,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5,30.4,58,24,64,18,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.0,0.521,13.6,24.2,0.235,0.0,0.471,14.0,82,19780,40.5,85.5,0.474,8.0,21.1,0.381,32.5,64.4,0.504,20.1,26.8,0.751,10.3,34.8,45.1,24.5,7.9,5.6,15.4,21.5,109.2,82,19780,0.474,12.7,0.0,0.753,0.288,0.155,0.107,0.204,0.247,0.0,0.504,0.653,0.444,0.406,0.392,0.381,0.0,0.523,0.934,0.0,0.025,128,0.0,0.251,phoenix suns,61,Western,82,242.7,41.3,83.6,0.494,9.6,24.0,0.399,31.7,59.6,0.532,18.0,22.3,0.808,9.0,31.5,40.5,25.9,6.7,4.8,14.5,20.2,110.2,27.6,61,21,59,23,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.0,0.551,13.4,22.7,0.215,0.0,0.492,13.6,82,19905,42.7,86.4,0.494,9.9,24.8,0.399,32.8,61.6,0.532,18.6,23.0,0.808,9.3,32.6,41.9,26.8,7.0,5.0,15.0,20.9,113.9,82,19905,0.494,13.1,0.0,0.713,0.31,0.104,0.097,0.202,0.287,0.0,0.532,0.671,0.455,0.433,0.407,0.399,0.0,0.557,0.856,0.0,0.063,389,0.0,0.235,Western Conference Semifinals,4-2,san antonio spurs,phoenix suns
utah jazz,51,Western,82,241.5,37.4,78.9,0.474,4.3,12.9,0.335,33.1,66.0,0.501,22.3,30.0,0.743,12.6,30.0,42.5,24.7,7.0,4.1,15.6,25.2,101.5,25.9,51,31,49,33,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.0,0.502,14.5,31.7,0.283,0.0,0.496,14.4,82,19805,40.6,85.6,0.474,4.7,14.0,0.335,35.9,71.6,0.501,24.2,32.6,0.743,13.6,32.5,46.1,26.8,7.6,4.5,16.9,27.3,110.1,82,19805,0.474,11.4,0.0,0.837,0.359,0.107,0.113,0.257,0.163,0.0,0.501,0.621,0.371,0.401,0.432,0.335,0.0,0.632,0.867,0.0,0.039,239,0.0,0.3,golden state warriors,42,Western,82,240.9,39.8,86.0,0.463,8.5,24.0,0.356,31.2,62.0,0.504,18.5,25.8,0.717,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,106.5,24.6,42,40,40,42,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,0.0,0.512,14.1,25.6,0.215,0.0,0.506,16.1,82,19755,40.0,86.4,0.463,8.6,24.1,0.356,31.4,62.3,0.504,18.6,25.9,0.717,11.5,30.1,41.6,23.9,9.2,5.7,16.0,23.7,107.0,82,19755,0.463,12.3,0.0,0.721,0.338,0.135,0.077,0.172,0.279,0.0,0.504,0.654,0.362,0.359,0.386,0.356,0.0,0.525,0.866,0.0,0.048,325,0.0,0.269,Western Conference Semifinals,4-1,utah jazz,golden state warriors
chicago bulls,49,Eastern,82,241.2,37.1,81.3,0.457,5.9,15.1,0.388,31.3,66.2,0.473,18.6,25.4,0.734,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,49,33,55,27,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,0.0,0.493,14.7,28.6,0.229,0.0,0.473,16.2,82,19780,39.5,86.3,0.457,6.2,16.0,0.388,33.2,70.3,0.473,19.8,27.0,0.734,12.7,33.6,46.4,23.7,8.3,5.8,17.0,24.7,104.9,82,19780,0.457,12.7,0.0,0.814,0.302,0.1,0.118,0.295,0.186,0.0,0.473,0.567,0.386,0.407,0.432,0.388,0.0,0.562,0.81,0.0,0.041,259,0.0,0.24,miami heat,44,Eastern,82,242.1,35.6,76.7,0.464,6.4,18.8,0.343,29.2,57.9,0.503,17.0,24.6,0.69,10.0,30.8,40.8,20.5,6.9,5.4,14.6,21.3,94.6,29.3,44,38,38,44,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,0.0,0.506,14.3,24.9,0.222,0.0,0.485,13.8,82,19855,39.2,84.5,0.464,7.1,20.7,0.343,32.1,63.8,0.503,18.7,27.1,0.69,11.0,33.9,44.9,22.6,7.6,5.9,16.1,23.5,104.3,82,19855,0.464,12.4,0.0,0.755,0.304,0.147,0.094,0.211,0.245,0.0,0.503,0.642,0.432,0.393,0.402,0.343,0.0,0.514,0.856,0.0,0.054,315,0.0,0.228,Eastern Conference First Round,4-0,chicago bulls,miami heat
cleveland cavaliers,50,Eastern,82,242.4,36.3,81.2,0.447,6.0,17.1,0.352,30.3,64.1,0.473,18.1,26.0,0.696,12.7,30.8,43.5,20.8,7.6,4.3,14.4,21.7,96.8,26.9,50,32,52,30,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.0,0.484,13.4,29.7,0.223,0.0,0.48,14.7,82,19880,39.6,88.5,0.447,6.6,18.7,0.352,33.0,69.9,0.473,19.7,28.4,0.696,13.8,33.6,47.4,22.7,8.3,4.7,15.6,23.7,105.5,82,19880,0.447,12.1,0.0,0.789,0.323,0.129,0.123,0.214,0.211,0.0,0.473,0.622,0.358,0.373,0.375,0.352,0.0,0.519,0.846,0.0,0.045,282,0.0,0.236,washington wizards,41,Eastern,82,241.8,37.4,83.2,0.45,6.8,19.7,0.348,30.6,63.5,0.482,22.6,29.6,0.765,12.2,29.0,41.2,20.2,7.7,4.6,13.8,22.2,104.3,26.8,41,41,40,42,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,0.0,0.491,12.6,28.1,0.272,0.0,0.517,14.4,82,19830,39.5,87.7,0.45,7.2,20.8,0.348,32.3,67.0,0.482,23.9,31.2,0.765,12.8,30.6,43.4,21.4,8.2,4.8,14.6,23.5,110.1,82,19830,0.45,13.2,0.0,0.763,0.294,0.121,0.079,0.269,0.237,0.0,0.482,0.626,0.386,0.355,0.405,0.348,0.0,0.487,0.781,0.0,0.041,268,0.0,0.232,Eastern Conference First Round,4-0,cleveland cavaliers,washington wizards
detroit pistons,53,Eastern,82,242.4,35.9,79.1,0.454,5.5,15.9,0.344,30.4,63.2,0.481,18.8,24.2,0.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,96.0,29.0,53,29,53,29,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.0,0.488,12.0,28.3,0.237,0.0,0.477,14.3,82,19880,40.7,89.7,0.454,6.2,18.1,0.344,34.5,71.6,0.481,21.3,27.5,0.774,13.1,32.8,46.0,24.5,8.1,6.5,13.8,23.1,108.9,82,19880,0.454,12.4,0.0,0.799,0.291,0.11,0.182,0.216,0.201,0.0,0.481,0.602,0.408,0.404,0.421,0.344,0.0,0.561,0.822,0.0,0.052,307,0.0,0.213,orlando magic,40,Eastern,82,241.2,35.1,74.3,0.472,4.2,11.7,0.356,30.9,62.5,0.494,20.5,29.2,0.702,11.2,29.5,40.7,18.6,6.9,5.1,17.0,23.2,94.8,25.6,40,42,43,39,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,0.0,0.5,16.3,29.3,0.276,0.0,0.48,14.6,82,19780,38.8,82.2,0.472,4.6,13.0,0.356,34.2,69.2,0.494,22.7,32.3,0.702,12.4,32.7,45.1,20.6,7.6,5.6,18.8,25.7,104.9,82,19780,0.472,10.8,0.0,0.842,0.361,0.15,0.106,0.225,0.158,0.0,0.494,0.631,0.415,0.36,0.391,0.356,0.0,0.483,0.883,0.0,0.078,436,0.0,0.257,Eastern Conference First Round,4-0,detroit pistons,orlando magic
