winner_team,winner_wins,winner_conference,winner_pg_g,winner_pg_mp,winner_pg_fg,winner_pg_fga,winner_pg_fg_pct,winner_pg_fg3,winner_pg_fg3a,winner_pg_fg3_pct,winner_pg_fg2,winner_pg_fg2a,winner_pg_fg2_pct,winner_pg_ft,winner_pg_fta,winner_pg_ft_pct,winner_pg_orb,winner_pg_drb,winner_pg_trb,winner_pg_ast,winner_pg_stl,winner_pg_blk,winner_pg_tov,winner_pg_pf,winner_pg_pts,winner_adv_age,winner_adv_wins,winner_adv_losses,winner_adv_wins_pyth,winner_adv_losses_pyth,winner_adv_mov,winner_adv_sos,winner_adv_srs,winner_adv_off_rtg,winner_adv_def_rtg,winner_adv_net_rtg,winner_adv_pace,winner_adv_fta_per_fga_pct,winner_adv_fg3a_per_fga_pct,winner_adv_ts_pct,winner_adv_efg_pct,winner_adv_tov_pct,winner_adv_orb_pct,winner_adv_ft_rate,winner_adv_opp_efg_pct,winner_adv_opp_tov_pct,winner_adv_drb_pct,winner_adv_opp_ft_rate,winner_pp_g,winner_pp_mp,winner_pp_fg,winner_pp_fga,winner_pp_fg_pct,winner_pp_fg3,winner_pp_fg3a,winner_pp_fg3_pct,winner_pp_fg2,winner_pp_fg2a,winner_pp_fg2_pct,winner_pp_ft,winner_pp_fta,winner_pp_ft_pct,winner_pp_orb,winner_pp_drb,winner_pp_trb,winner_pp_ast,winner_pp_stl,winner_pp_blk,winner_pp_tov,winner_pp_pf,winner_pp_pts,winner_sh_g,winner_sh_mp,winner_sh_fg_pct,winner_sh_avg_dist,winner_sh_pct_fga_fg2a,winner_sh_pct_fga_00_03,winner_sh_pct_fga_03_10,winner_sh_pct_fga_10_16,winner_sh_pct_fga_16_xx,winner_sh_pct_fga_fg3a,winner_sh_fg_pct_fg2a,winner_sh_fg_pct_00_03,winner_sh_fg_pct_03_10,winner_sh_fg_pct_10_16,winner_sh_fg_pct_16_xx,winner_sh_fg_pct_fg3a,winner_sh_pct_ast_fg2,winner_sh_pct_ast_fg3,winner_sh_pct_fga_dunk,winner_sh_fg_dunk,winner_sh_pct_fga_layup,winner_sh_fg_layup,winner_sh_pct_fg3a_corner,winner_sh_fg3_pct_corner,winner_sh_fg3a_heave,winner_sh_fg3_heave,loser_team,loser_wins,loser_conference,loser_pg_g,loser_pg_mp,loser_pg_fg,loser_pg_fga,loser_pg_fg_pct,loser_pg_fg3,loser_pg_fg3a,loser_pg_fg3_pct,loser_pg_fg2,loser_pg_fg2a,loser_pg_fg2_pct,loser_pg_ft,loser_pg_fta,loser_pg_ft_pct,loser_pg_orb,loser_pg_drb,loser_pg_trb,loser_pg_ast,loser_pg_stl,loser_pg_blk,loser_pg_tov,loser_pg_pf,loser_pg_pts,loser_adv_age,loser_adv_wins,loser_adv_losses,loser_adv_wins_pyth,loser_adv_losses_pyth,loser_adv_mov,loser_adv_sos,loser_adv_srs,loser_adv_off_rtg,loser_adv_def_rtg,loser_adv_net_rtg,loser_adv_pace,loser_adv_fta_per_fga_pct,loser_adv_fg3a_per_fga_pct,loser_adv_ts_pct,loser_adv_efg_pct,loser_adv_tov_pct,loser_adv_orb_pct,loser_adv_ft_rate,loser_adv_opp_efg_pct,loser_adv_opp_tov_pct,loser_adv_drb_pct,loser_adv_opp_ft_rate,loser_pp_g,loser_pp_mp,loser_pp_fg,loser_pp_fga,loser_pp_fg_pct,loser_pp_fg3,loser_pp_fg3a,loser_pp_fg3_pct,loser_pp_fg2,loser_pp_fg2a,loser_pp_fg2_pct,loser_pp_ft,loser_pp_fta,loser_pp_ft_pct,loser_pp_orb,loser_pp_drb,loser_pp_trb,loser_pp_ast,loser_pp_stl,loser_pp_blk,loser_pp_tov,loser_pp_pf,loser_pp_pts,loser_sh_g,loser_sh_mp,loser_sh_fg_pct,loser_sh_avg_dist,loser_sh_pct_fga_fg2a,loser_sh_pct_fga_00_03,loser_sh_pct_fga_03_10,loser_sh_pct_fga_10_16,loser_sh_pct_fga_16_xx,loser_sh_pct_fga_fg3a,loser_sh_fg_pct_fg2a,loser_sh_fg_pct_00_03,loser_sh_fg_pct_03_10,loser_sh_fg_pct_10_16,loser_sh_fg_pct_16_xx,loser_sh_fg_pct_fg3a,loser_sh_pct_ast_fg2,loser_sh_pct_ast_fg3,loser_sh_pct_fga_dunk,loser_sh_fg_dunk,loser_sh_pct_fga_layup,loser_sh_fg_layup,loser_sh_pct_fg3a_corner,loser_sh_fg3_pct_corner,loser_sh_fg3a_heave,loser_sh_fg3_heave,round,series_result,winner,loser
detroit pistons,54,Eastern,82,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,27.4,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.0,0.461,14.7,30.1,0.247,0.0,0.441,15.5,82,19780,37.9,87.2,0.435,4.6,13.4,0.344,33.3,73.8,0.452,21.6,28.6,0.753,14.0,34.4,48.4,23.5,9.1,7.9,17.1,23.0,102.0,82,19780,0.435,10.7,0.0,0.847,0.34,0.153,0.175,0.179,0.153,0.0,0.452,0.566,0.356,0.393,0.374,0.344,0.0,0.592,0.817,0.0,0.053,299,0.0,0.259,los angeles lakers,56,Western,82,242.1,36.9,81.4,0.454,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,29.8,56,26,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,0.0,0.481,12.8,28.1,0.244,0.0,0.471,14.3,82,19855,39.7,87.4,0.454,4.8,14.6,0.327,34.9,72.8,0.479,21.4,30.8,0.693,13.1,33.2,46.3,25.5,8.9,5.0,14.8,22.7,105.5,82,19855,0.454,11.5,0.0,0.833,0.326,0.143,0.126,0.238,0.167,0.0,0.479,0.632,0.392,0.369,0.379,0.327,0.0,0.608,0.901,0.0,0.054,333,0.0,0.25,Finals,4-1,detroit pistons,los angeles lakers
detroit pistons,54,Eastern,82,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,27.4,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.0,0.461,14.7,30.1,0.247,0.0,0.441,15.5,82,19780,37.9,87.2,0.435,4.6,13.4,0.344,33.3,73.8,0.452,21.6,28.6,0.753,14.0,34.4,48.4,23.5,9.1,7.9,17.1,23.0,102.0,82,19780,0.435,10.7,0.0,0.847,0.34,0.153,0.175,0.179,0.153,0.0,0.452,0.566,0.356,0.393,0.374,0.344,0.0,0.592,0.817,0.0,0.053,299,0.0,0.259,indiana pacers,61,Eastern,82,241.5,33.6,77.1,0.435,5.5,15.6,0.351,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,27.1,61,21,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,0.0,0.471,14.1,28.5,0.243,0.0,0.459,15.7,82,19805,38.1,87.5,0.435,6.2,17.7,0.351,31.9,69.8,0.457,21.3,27.9,0.764,13.4,34.0,47.3,24.6,10.1,5.7,16.4,23.7,103.8,82,19805,0.435,12.1,0.0,0.797,0.288,0.156,0.157,0.196,0.203,0.0,0.457,0.589,0.366,0.368,0.407,0.351,0.0,0.6,0.871,0.0,0.052,301,0.0,0.215,Eastern Conference Finals,4-2,detroit pistons,indiana pacers
los angeles lakers,56,Western,82,242.1,36.9,81.4,0.454,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,29.8,56,26,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,0.0,0.481,12.8,28.1,0.244,0.0,0.471,14.3,82,19855,39.7,87.4,0.454,4.8,14.6,0.327,34.9,72.8,0.479,21.4,30.8,0.693,13.1,33.2,46.3,25.5,8.9,5.0,14.8,22.7,105.5,82,19855,0.454,11.5,0.0,0.833,0.326,0.143,0.126,0.238,0.167,0.0,0.479,0.632,0.392,0.369,0.379,0.327,0.0,0.608,0.901,0.0,0.054,333,0.0,0.25,minnesota timberwolves,58,Western,82,240.9,37.0,80.1,0.462,4.0,10.9,0.363,33.0,69.2,0.477,16.6,21.3,0.781,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,94.5,29.7,58,24,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89.0,0.265,0.137,0.528,0.0,0.486,12.4,26.7,0.207,0.0,0.444,12.9,82,19755,41.4,89.7,0.462,4.5,12.2,0.363,37.0,77.5,0.477,18.6,23.8,0.781,11.9,36.1,48.1,25.8,7.7,6.3,14.2,23.6,105.9,82,19755,0.462,13.0,0.0,0.863,0.206,0.147,0.21,0.301,0.137,0.0,0.477,0.62,0.44,0.431,0.429,0.363,0.0,0.591,0.89,0.0,0.03,191,0.0,0.153,Western Conference Finals,4-2,los angeles lakers,minnesota timberwolves
detroit pistons,54,Eastern,82,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,27.4,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.0,0.461,14.7,30.1,0.247,0.0,0.441,15.5,82,19780,37.9,87.2,0.435,4.6,13.4,0.344,33.3,73.8,0.452,21.6,28.6,0.753,14.0,34.4,48.4,23.5,9.1,7.9,17.1,23.0,102.0,82,19780,0.435,10.7,0.0,0.847,0.34,0.153,0.175,0.179,0.153,0.0,0.452,0.566,0.356,0.393,0.374,0.344,0.0,0.592,0.817,0.0,0.053,299,0.0,0.259,brooklyn nets,47,Eastern,82,240.3,34.3,77.7,0.441,4.6,13.7,0.336,29.7,64.0,0.464,17.0,22.6,0.753,10.5,30.2,40.7,24.5,8.6,3.9,14.7,21.0,90.3,27.7,47,35,49,33,2.5,-0.63,1.88,100.8,98.0,2.8,89.4,0.291,0.176,0.515,0.0,0.471,14.4,25.9,0.219,0.0,0.46,15.7,82,19705,38.3,86.8,0.441,5.1,15.3,0.336,33.2,71.5,0.464,19.0,25.3,0.753,11.7,33.7,45.4,27.4,9.7,4.4,16.5,23.5,100.8,82,19705,0.441,11.9,0.0,0.824,0.332,0.111,0.113,0.268,0.176,0.0,0.464,0.609,0.342,0.357,0.381,0.336,0.0,0.687,0.889,0.0,0.067,394,0.0,0.23,Eastern Conference Semifinals,4-3,detroit pistons,brooklyn nets
indiana pacers,61,Eastern,82,241.5,33.6,77.1,0.435,5.5,15.6,0.351,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,27.1,61,21,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,0.0,0.471,14.1,28.5,0.243,0.0,0.459,15.7,82,19805,38.1,87.5,0.435,6.2,17.7,0.351,31.9,69.8,0.457,21.3,27.9,0.764,13.4,34.0,47.3,24.6,10.1,5.7,16.4,23.7,103.8,82,19805,0.435,12.1,0.0,0.797,0.288,0.156,0.157,0.196,0.203,0.0,0.457,0.589,0.366,0.368,0.407,0.351,0.0,0.6,0.871,0.0,0.052,301,0.0,0.215,miami heat,42,Eastern,82,240.9,33.3,78.3,0.425,5.9,16.5,0.357,27.4,61.7,0.443,17.8,23.4,0.762,11.5,30.0,41.5,19.1,7.2,3.8,13.9,22.1,90.3,26.4,42,40,43,39,0.52,-0.65,-0.13,102.2,101.7,0.5,88.0,0.298,0.211,0.51,0.0,0.463,13.5,27.4,0.227,0.0,0.463,14.5,82,19755,37.7,88.6,0.425,6.7,18.7,0.357,31.0,69.9,0.443,20.2,26.5,0.762,13.0,34.0,47.0,21.6,8.1,4.3,15.7,25.0,102.2,82,19755,0.425,12.3,0.0,0.789,0.297,0.143,0.117,0.231,0.211,0.0,0.443,0.562,0.394,0.323,0.382,0.357,0.0,0.505,0.889,0.0,0.038,211,0.0,0.232,Eastern Conference Semifinals,4-2,indiana pacers,miami heat
los angeles lakers,56,Western,82,242.1,36.9,81.4,0.454,4.5,13.6,0.327,32.5,67.8,0.479,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,29.8,56,26,52,30,3.9,0.45,4.35,105.5,101.3,4.2,92.3,0.352,0.167,0.522,0.0,0.481,12.8,28.1,0.244,0.0,0.471,14.3,82,19855,39.7,87.4,0.454,4.8,14.6,0.327,34.9,72.8,0.479,21.4,30.8,0.693,13.1,33.2,46.3,25.5,8.9,5.0,14.8,22.7,105.5,82,19855,0.454,11.5,0.0,0.833,0.326,0.143,0.126,0.238,0.167,0.0,0.479,0.632,0.392,0.369,0.379,0.327,0.0,0.608,0.901,0.0,0.054,333,0.0,0.25,san antonio spurs,57,Western,82,240.9,34.7,78.5,0.442,5.0,13.9,0.358,29.7,64.6,0.46,17.2,25.2,0.681,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3,91.5,27.3,57,25,62,20,7.22,0.29,7.51,102.2,94.1,8.1,89.2,0.322,0.177,0.511,0.0,0.473,14.1,29.5,0.219,0.0,0.433,14.8,82,19755,38.7,87.6,0.442,5.6,15.5,0.358,33.2,72.1,0.46,19.2,28.2,0.681,14.0,36.4,50.4,22.8,9.0,7.3,16.4,22.7,102.2,82,19755,0.442,11.6,0.0,0.823,0.282,0.197,0.144,0.2,0.177,0.0,0.46,0.623,0.373,0.383,0.371,0.358,0.0,0.543,0.868,0.0,0.039,228,0.0,0.234,Western Conference Semifinals,4-2,los angeles lakers,san antonio spurs
minnesota timberwolves,58,Western,82,240.9,37.0,80.1,0.462,4.0,10.9,0.363,33.0,69.2,0.477,16.6,21.3,0.781,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,94.5,29.7,58,24,57,25,5.49,0.37,5.86,105.9,99.7,6.2,89.0,0.265,0.137,0.528,0.0,0.486,12.4,26.7,0.207,0.0,0.444,12.9,82,19755,41.4,89.7,0.462,4.5,12.2,0.363,37.0,77.5,0.477,18.6,23.8,0.781,11.9,36.1,48.1,25.8,7.7,6.3,14.2,23.6,105.9,82,19755,0.462,13.0,0.0,0.863,0.206,0.147,0.21,0.301,0.137,0.0,0.477,0.62,0.44,0.431,0.429,0.363,0.0,0.591,0.89,0.0,0.03,191,0.0,0.153,sacramento kings,55,Western,82,241.2,37.8,81.8,0.462,7.3,18.3,0.401,30.5,63.6,0.48,19.8,24.9,0.795,10.8,30.4,41.2,26.2,8.7,4.0,13.9,19.3,102.8,29.3,55,27,55,27,5.01,0.4,5.41,110.3,104.9,5.4,92.8,0.305,0.223,0.554,0.0,0.507,13.0,26.0,0.242,0.0,0.483,13.7,82,19780,40.6,87.8,0.462,7.9,19.6,0.401,32.7,68.2,0.48,21.3,26.7,0.795,11.6,32.6,44.2,28.1,9.3,4.3,14.9,20.7,110.3,82,19780,0.462,13.0,0.0,0.777,0.277,0.128,0.089,0.284,0.223,0.0,0.48,0.636,0.34,0.383,0.421,0.401,0.0,0.653,0.862,0.0,0.035,220,0.0,0.226,Western Conference Semifinals,4-3,minnesota timberwolves,sacramento kings
detroit pistons,54,Eastern,82,241.2,33.5,77.0,0.435,4.1,11.8,0.344,29.4,65.2,0.452,19.0,25.3,0.753,12.4,30.4,42.8,20.8,8.0,7.0,15.1,20.3,90.1,27.4,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,6.6,87.9,0.328,0.153,0.511,0.0,0.461,14.7,30.1,0.247,0.0,0.441,15.5,82,19780,37.9,87.2,0.435,4.6,13.4,0.344,33.3,73.8,0.452,21.6,28.6,0.753,14.0,34.4,48.4,23.5,9.1,7.9,17.1,23.0,102.0,82,19780,0.435,10.7,0.0,0.847,0.34,0.153,0.175,0.179,0.153,0.0,0.452,0.566,0.356,0.393,0.374,0.344,0.0,0.592,0.817,0.0,0.053,299,0.0,0.259,milwaukee bucks,41,Eastern,82,241.2,36.2,81.1,0.447,4.9,14.0,0.35,31.3,67.1,0.467,20.7,26.7,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98.0,26.5,41,41,44,38,1.06,-0.64,0.42,106.5,105.4,1.1,91.6,0.33,0.172,0.528,0.0,0.477,12.7,27.6,0.255,0.0,0.485,13.3,82,19780,39.4,88.1,0.447,5.3,15.2,0.35,34.0,72.9,0.467,22.5,29.0,0.775,12.7,33.2,45.9,24.8,7.3,5.1,14.7,22.1,106.5,82,19780,0.447,11.2,0.0,0.828,0.32,0.152,0.176,0.179,0.172,0.0,0.467,0.578,0.424,0.384,0.385,0.35,0.0,0.588,0.903,0.0,0.054,325,0.0,0.245,Eastern Conference First Round,4-1,detroit pistons,milwaukee bucks
indiana pacers,61,Eastern,82,241.5,33.6,77.1,0.435,5.5,15.6,0.351,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,27.1,61,21,58,24,5.76,-0.82,4.93,103.8,97.2,6.6,87.5,0.319,0.203,0.52,0.0,0.471,14.1,28.5,0.243,0.0,0.459,15.7,82,19805,38.1,87.5,0.435,6.2,17.7,0.351,31.9,69.8,0.457,21.3,27.9,0.764,13.4,34.0,47.3,24.6,10.1,5.7,16.4,23.7,103.8,82,19805,0.435,12.1,0.0,0.797,0.288,0.156,0.157,0.196,0.203,0.0,0.457,0.589,0.366,0.368,0.407,0.351,0.0,0.6,0.871,0.0,0.052,301,0.0,0.215,boston celtics,36,Eastern,82,240.3,34.7,78.2,0.443,6.7,19.5,0.346,27.9,58.7,0.475,19.2,25.5,0.75,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4,95.3,26.4,36,46,37,45,-1.45,-0.54,-1.99,102.1,103.7,-1.6,93.2,0.327,0.249,0.532,0.0,0.486,15.4,25.2,0.245,0.0,0.479,15.7,82,19705,37.2,83.9,0.443,7.2,20.9,0.346,29.9,63.0,0.475,20.5,27.4,0.75,11.1,31.9,43.0,22.0,10.1,4.3,17.4,24.0,102.1,82,19705,0.443,13.0,0.0,0.751,0.285,0.126,0.118,0.222,0.249,0.0,0.475,0.608,0.35,0.394,0.42,0.346,0.0,0.524,0.875,0.0,0.048,284,0.0,0.227,Eastern Conference First Round,4-0,indiana pacers,boston celtics
miami heat,42,Eastern,82,240.9,33.3,78.3,0.425,5.9,16.5,0.357,27.4,61.7,0.443,17.8,23.4,0.762,11.5,30.0,41.5,19.1,7.2,3.8,13.9,22.1,90.3,26.4,42,40,43,39,0.52,-0.65,-0.13,102.2,101.7,0.5,88.0,0.298,0.211,0.51,0.0,0.463,13.5,27.4,0.227,0.0,0.463,14.5,82,19755,37.7,88.6,0.425,6.7,18.7,0.357,31.0,69.9,0.443,20.2,26.5,0.762,13.0,34.0,47.0,21.6,8.1,4.3,15.7,25.0,102.2,82,19755,0.425,12.3,0.0,0.789,0.297,0.143,0.117,0.231,0.211,0.0,0.443,0.562,0.394,0.323,0.382,0.357,0.0,0.505,0.889,0.0,0.038,211,0.0,0.232,new orleans pelicans,41,Western,82,241.8,33.8,80.5,0.42,6.5,20.3,0.319,27.3,60.2,0.454,17.7,23.6,0.751,13.3,29.5,42.8,20.9,8.6,4.2,15.0,20.9,91.8,30.3,41,41,41,41,-0.1,-0.62,-0.72,102.3,102.4,-0.1,89.1,0.293,0.252,0.505,0.0,0.46,14.1,30.6,0.22,0.0,0.476,15.0,82,19830,37.7,89.7,0.42,7.2,22.6,0.319,30.4,67.1,0.454,19.7,26.3,0.751,14.8,32.8,47.7,23.3,9.6,4.7,16.7,23.3,102.3,82,19830,0.42,12.8,0.0,0.748,0.294,0.115,0.131,0.209,0.252,0.0,0.454,0.568,0.363,0.377,0.391,0.319,0.0,0.591,0.738,0.0,0.044,263,0.0,0.229,Eastern Conference First Round,4-3,miami heat,new orleans pelicans
